228,1019695,27
229,1019695,30
230,1021442,2
231,1021442,5
232,1021442,6
233,1021442,8
234,1021442,9
235,1021442,10
236,1021442,11
237,1021442,12
238,1021442,13
239,1021442,17
240,1021442,19
241,1021442,20
242,1021442,22
243,1021442,24
244,1019676,1
245,1019676,2
246,1019676,3
247,1019676,5
248,1019676,6
249,1019676,8
250,1019676,9
251,1019676,10
252,1019676,11
253,1019676,12
254,1019676,13
255,1019676,17
256,1019676,18
257,1019676,19
258,1019676,21
259,1019676,22
260,1019676,24
261,1019676,28
262,1019351,2
263,1019351,3
264,1019351,5
265,1019351,6
266,1019351,8
267,1019351,9
268,1019351,10
269,1019351,11
270,1019351,12
271,1019351,17
272,1019351,18
273,1019351,21
274,1019351,22
275,1019351,24
276,1019351,27
277,1019847,2
278,1019847,3
279,1019847,5
280,1019847,6
281,1019847,8
282,1019847,9
283,1019847,10
284,1019847,11
285,1019847,13
286,1019847,16
287,1019847,17
288,1019847,18
289,1019847,19
290,1019847,21
291,1019847,22
292,1019847,23
293,1019847,24
294,1019847,28
295,1008961,1
296,1008961,2
297,1008961,3
298,1008961,6
299,1008961,8
300,1008961,9
301,1008961,10
302,1008961,11
303,1008961,15
304,1008961,22
305,1008961,24
306,1008961,27
307,1019203,1
308,1019203,2
309,1019203,4
310,1019203,8
311,1019203,9
312,1019203,10
313,1019203,11
314,1019203,16
315,1019203,18
316,1019203,19
317,1019203,20
318,1019203,22
319,1019203,24
320,1019203,26
321,1019203,28
322,1012233,1
323,1012233,2
324,1012233,4
325,1012233,5
326,1012233,6
327,1012233,7
328,1012233,8
329,1012233,9
330,1012233,10
331,1012233,11
332,1012233,13
333,1012233,15
334,1012233,17
335,1012233,18
336,1012233,19
337,1012233,22
338,1012233,24
339,1012233,26
340,1005258,8
341,1005258,9
342,1005258,15
343,1005258,23
344,1005258,24
345,1005258,27
346,1008054,1
347,1008054,2
348,1008054,3
349,1008054,4
350,1008054,5
351,1008054,6
352,1008054,7
353,1008054,8
354,1008054,9
355,1008054,10
356,1008054,11
357,1008054,12
358,1008054,15
359,1008054,16
360,1008054,18
361,1008054,19
362,1008054,20
363,1008054,21
364,1008054,22
365,1008054,24
366,1008054,26
367,1008054,28
368,1008054,30
369,1008612,1
370,1008612,2
371,1008612,3
372,1008612,5
373,1008612,6
374,1008612,8
375,1008612,9
376,1008612,10
377,1008612,11
378,1008612,13
379,1008612,16
380,1008612,17
381,1008612,18
382,1008612,19
383,1008612,20
384,1008612,22
385,1008612,24
386,1008612,27
387,1008612,28
388,1008612,30
389,1018304,2
390,1018304,3
391,1018304,6
392,1018304,8
393,1018304,9
394,1018304,10
395,1018304,11
396,1018304,12
397,1018304,13
398,1018304,15
399,1018304,17
400,1018304,18
401,1018304,19
402,1018304,22
403,1018304,24
404,1018304,26
405,1018304,28
406,1004070,1
407,1004070,2
408,1004070,3
409,1004070,4
410,1004070,5
411,1004070,6
412,1004070,8
413,1004070,9
414,1004070,10
415,1004070,11
416,1004070,13
417,1004070,15
418,1004070,16
419,1004070,18
420,1004070,19
421,1004070,22
422,1004070,23
423,1004070,24
424,1004070,25
425,1004070,27
426,1021689,1
427,1021689,2
428,1021689,3
429,1021689,5
430,1021689,6
431,1021689,7
432,1021689,8
433,1021689,9
434,1021689,10
435,1021689,11
436,1021689,13
437,1021689,15
438,1021689,16
439,1021689,17
440,1021689,18
441,1021689,19
442,1021689,20
443,1021689,22
444,1021689,23
445,1021689,24
446,1021689,25
447,1021689,27
448,1021689,30
449,1019371,2
450,1019371,3
451,1019371,4
452,1019371,5
453,1019371,6
454,1019371,8
455,1019371,9
456,1019371,10
457,1019371,11
458,1019371,13
459,1019371,16
460,1019371,18
461,1019371,19
462,1019371,24
463,1021578,2
464,1021578,5
465,1021578,6
466,1021578,9
467,1021578,10
468,1021578,16
469,1021578,17
470,1021578,18
471,1021578,22
472,1021578,24
473,1000519,2
474,1000519,4
475,1000519,9
476,1000519,10
477,1000519,11
478,1000519,12
479,1000519,16
480,1000519,21
481,1000519,24
482,1019113,1
483,1019113,2
484,1019113,3
485,1019113,5
486,1019113,6
487,1019113,8
488,1019113,9
489,1019113,10
490,1019113,11
491,1019113,12
492,1019113,13
493,1019113,16
494,1019113,17
495,1019113,24
496,1021464,1
497,1021464,2
498,1021464,3
499,1021464,5
500,1021464,6
501,1021464,7
502,1021464,8
503,1021464,9
504,1021464,10
505,1021464,11
506,1021464,13
507,1021464,15
508,1021464,16
509,1021464,17
510,1021464,18
511,1021464,19
512,1021464,20
513,1021464,23
514,1021464,24
515,1021464,27
516,1021597,2
517,1021597,3
518,1021597,4
519,1021597,8
520,1021597,9
521,1021597,10
522,1021597,11
523,1021597,12
524,1021597,13
525,1021597,17
526,1021597,18
527,1021597,19
528,1021597,24
529,1021597,25
530,1019831,2
531,1019831,4
532,1019831,6
533,1019831,9
534,1019831,10
535,1019831,11
536,1019831,13
537,1019831,17
538,1019831,18
539,1019831,19
540,1019832,2
541,1019832,4
542,1019832,5
543,1019832,6
544,1019832,8
545,1019832,9
546,1019832,10
547,1019832,11
548,1019832,13
549,1019832,17
550,1019832,19
551,1012389,2
552,1012389,4
553,1012389,8
554,1012389,9
555,1012389,15
556,1012389,16
557,1012389,18
558,1012389,19
559,1012389,20
560,1012389,22
561,1012389,23
562,1012389,24
563,1012389,28
564,1020150,2
565,1020150,4
566,1020150,5
567,1020150,6
568,1020150,8
569,1020150,9
570,1020150,10
571,1020150,11
572,1020150,13
573,1020150,19
574,1020150,20
575,1020150,24
576,1020150,28
577,1021309,1
578,1021309,2
579,1021309,3
580,1021309,4
581,1021309,5
582,1021309,6
583,1021309,9
584,1021309,10
585,1021309,11
586,1021309,12
587,1021309,13
588,1021309,16
589,1021309,17
590,1021309,18
591,1021309,19
592,1021309,20
593,1021309,21
594,1021309,22
595,1021309,24
596,1021309,27
597,1021309,28
598,1011171,1
599,1011171,2
600,1011171,3
601,1011171,4
602,1011171,5
603,1011171,6
604,1011171,8
605,1011171,9
606,1011171,10
607,1011171,11
608,1011171,13
609,1011171,15
610,1011171,16
611,1011171,17
612,1011171,18
613,1011171,19
614,1011171,21
615,1011171,22
616,1011171,24
617,1011171,26
618,1011171,27
619,1011171,28
620,1011171,30
621,1003563,2
622,1003563,3
623,1003563,4
624,1003563,5
625,1003563,6
626,1003563,7
627,1003563,8
628,1003563,9
629,1003563,10
630,1003563,13
631,1003563,16
632,1003563,19
633,1003563,20
634,1003563,24
635,1003563,27
636,1019438,2
637,1019438,3
638,1019438,4
639,1019438,6
640,1019438,9
641,1019438,10
642,1019438,11
643,1019438,13
644,1019438,15
645,1019438,17
646,1019438,18
647,1019438,19
648,1019438,24
649,1019438,27
650,1012157,2
651,1012157,3
652,1012157,4
653,1012157,6
654,1012157,8
655,1012157,9
656,1012157,10
657,1012157,11
658,1012157,13
659,1012157,16
660,1012157,18
661,1012157,19
662,1012157,22
663,1012157,24
664,1005944,1
665,1005944,2
666,1005944,3
667,1005944,4
668,1005944,5
669,1005944,6
670,1005944,7
671,1005944,8
672,1005944,9
673,1005944,10
674,1005944,11
675,1005944,12
676,1005944,13
677,1005944,15
678,1005944,16
679,1005944,17
680,1005944,18
681,1005944,19
682,1005944,20
683,1005944,21
684,1005944,22
685,1005944,23
686,1005944,24
687,1005944,25
688,1005944,26
689,1005944,27
690,1005944,28
691,1005944,30
692,1019647,2
693,1019647,3
694,1019647,4
695,1019647,5
696,1019647,6
697,1019647,8
698,1019647,9
699,1019647,10
700,1019647,11
701,1019647,13
702,1019647,16
703,1019647,17
704,1019647,18
705,1019647,19
706,1019647,20
707,1019647,24
708,1019647,28
709,1020084,2
710,1020084,4
711,1020084,5
712,1020084,6
713,1020084,8
714,1020084,9
715,1020084,10
716,1020084,11
717,1020084,13
718,1020084,16
719,1020084,17
720,1020084,20
721,1020084,24
722,1003516,1
723,1003516,2
724,1003516,3
725,1003516,5
726,1003516,6
727,1003516,7
728,1003516,8
729,1003516,9
730,1003516,10
731,1003516,11
732,1003516,12
733,1003516,13
734,1003516,16
735,1003516,17
736,1003516,18
737,1003516,19
738,1003516,23
739,1003516,24
740,1003516,25
741,1003516,27
742,1003516,29
743,1003516,30
744,1020060,1
745,1020060,2
746,1020060,3
747,1020060,4
748,1020060,5
749,1020060,6
750,1020060,7
751,1020060,8
752,1020060,9
753,1020060,10
754,1020060,11
755,1020060,12
756,1020060,16
757,1020060,18
758,1020060,19
759,1020060,20
760,1020060,21
761,1020060,22
762,1020060,23
763,1020060,24
764,1020060,25
765,1020060,27
766,1020060,30
767,1019484,2
768,1019484,5
769,1019484,6
770,1019484,9
771,1019484,10
772,1019484,11
773,1019484,13
774,1019484,16
775,1019484,18
776,1019484,22
777,1019484,24
778,1019096,1
779,1019096,4
780,1019096,5
781,1019096,6
782,1019096,9
783,1019096,10
784,1019096,11
785,1019096,12
786,1019096,16
787,1019096,17
788,1019096,18
789,1019096,19
790,1019096,22
791,1019096,24
792,1019096,25
793,1019096,26
794,1019096,28
795,1018934,2
796,1018934,4
797,1018934,5
798,1018934,6
799,1018934,8
800,1018934,9
801,1018934,10
802,1018934,11
803,1018934,12
804,1018934,13
805,1018934,16
806,1018934,17
807,1018934,19
808,1018934,23
809,1018934,24
810,1018934,26
811,1018934,27
812,1018934,30
813,1019350,2
814,1019350,3
815,1019350,4
816,1019350,5
817,1019350,6
818,1019350,10
819,1019350,11
820,1019350,12
821,1019350,16
822,1019350,17
823,1019350,18
824,1019350,19
825,1019350,22
826,1019350,23
827,1019350,24
828,1019350,25
829,1019350,26
830,1019350,27
831,1019350,28
832,1000431,1
833,1000431,2
834,1000431,3
835,1000431,4
836,1000431,5
837,1000431,6
838,1000431,7
839,1000431,8
840,1000431,9
841,1000431,10
842,1000431,11
843,1000431,12
844,1000431,13
845,1000431,15
846,1000431,16
847,1000431,17
848,1000431,18
849,1000431,19
850,1000431,20
851,1000431,22
852,1000431,24
853,1000431,25
854,1000431,26
855,1000431,27
856,1000431,28
857,1021359,1
858,1021359,2
859,1021359,3
860,1021359,5
861,1021359,6
862,1021359,7
863,1021359,8
864,1021359,9
865,1021359,10
866,1021359,11
867,1021359,12
868,1021359,13
869,1021359,17
870,1021359,18
871,1021359,22
872,1021359,24
873,1021359,26
874,1021359,27
875,1021733,2
876,1021733,5
877,1021733,6
878,1021733,9
879,1021733,10
880,1021733,12
881,1021733,13
882,1021733,16
883,1021733,17
884,1021733,18
885,1021733,22
886,1021733,24
887,1021733,27
888,1021732,1
889,1021732,2
890,1021732,3
891,1021732,4
892,1021732,5
893,1021732,6
894,1021732,7
895,1021732,8
896,1021732,9
897,1021732,10
898,1021732,11
899,1021732,12
900,1021732,13
901,1021732,17
902,1021732,18
903,1021732,19
904,1021732,22
905,1021732,24
906,1021732,26
907,1021732,27
908,1019662,2
909,1019662,3
910,1019662,4
911,1019662,5
912,1019662,6
913,1019662,8
914,1019662,9
915,1019662,10
916,1019662,11
917,1019662,12
918,1019662,13
919,1019662,15
920,1019662,16
921,1019662,17
922,1019662,18
923,1019662,19
924,1019662,22
925,1019662,24
926,1019662,27
927,1019662,30
928,1019904,2
929,1019904,3
930,1019904,5
931,1019904,6
932,1019904,7
933,1019904,8
934,1019904,9
935,1019904,10
936,1019904,11
937,1019904,18
938,1019904,22
939,1019904,23
940,1019904,24
941,1019904,29
942,1019222,1
943,1019222,2
944,1019222,4
945,1019222,5
946,1019222,6
947,1019222,8
948,1019222,9
949,1019222,10
950,1019222,11
951,1019222,13
952,1019222,15
953,1019222,16
954,1019222,17
955,1019222,18
956,1019222,19
957,1019222,22
958,1019222,23
959,1019222,24
960,1019222,28
961,1019222,30
962,1019495,2
963,1019495,4
964,1019495,5
965,1019495,6
966,1019495,7
967,1019495,8
968,1019495,9
969,1019495,10
970,1019495,11
971,1019495,13
972,1019495,15
973,1019495,16
974,1019495,17
975,1019495,18
976,1019495,19
977,1019495,20
978,1019495,21
979,1019495,22
980,1019495,24
981,1019495,25
982,1019495,28
983,1020068,2
984,1020068,3
985,1020068,4
986,1020068,5
987,1020068,6
988,1020068,7
989,1020068,8
990,1020068,9
991,1020068,10
992,1020068,11
993,1020068,12
994,1020068,15
995,1020068,16
996,1020068,17
997,1020068,20
998,1020068,22
999,1020068,23
1000,1020068,24
1001,1020068,25
1002,1020068,26
1003,1020068,27
1004,1020068,30
1005,1009810,1
1006,1009810,2
1007,1009810,3
1008,1009810,4
1009,1009810,5
1010,1009810,6
1011,1009810,7
1012,1009810,8
1013,1009810,9
1014,1009810,10
1015,1009810,11
1016,1009810,12
1017,1009810,13
1018,1009810,17
1019,1009810,19
1020,1009810,21
1021,1009810,22
1022,1009810,24
1023,1009810,27
1024,1009810,28
1025,1021627,1
1026,1021627,2
1027,1021627,3
1028,1021627,4
1029,1021627,5
1030,1021627,6
1031,1021627,7
1032,1021627,8
1033,1021627,9
1034,1021627,10
1035,1021627,11
1036,1021627,13
1037,1021627,15
1038,1021627,16
1039,1021627,17
1040,1021627,18
1041,1021627,19
1042,1021627,20
1043,1021627,21
1044,1021627,22
1045,1021627,23
1046,1021627,24
1047,1021627,26
1048,1021627,27
1049,1021627,28
1050,1021627,30
1051,1001245,2
1052,1001245,4
1053,1001245,5
1054,1001245,6
1055,1001245,8
1056,1001245,9
1057,1001245,10
1058,1001245,11
1059,1001245,12
1060,1001245,13
1061,1001245,15
1062,1001245,16
1063,1001245,17
1064,1001245,18
1065,1001245,19
1066,1001245,20
1067,1001245,22
1068,1001245,24
1069,1001245,28
1070,1002984,2
1071,1002984,5
1072,1002984,6
1073,1002984,9
1074,1002984,10
1075,1002984,11
1076,1002984,13
1077,1002984,15
1078,1002984,16
1079,1002984,19
1080,1002984,20
1081,1002984,22
1082,1002984,24
1083,1002984,25
1084,1002984,27
1085,1005086,1
1086,1005086,2
1087,1005086,3
1088,1005086,5
1089,1005086,6
1090,1005086,8
1091,1005086,9
1092,1005086,10
1093,1005086,11
1094,1005086,12
1095,1005086,13
1096,1005086,15
1097,1005086,16
1098,1005086,17
1099,1005086,18
1100,1005086,19
1101,1005086,20
1102,1005086,21
1103,1005086,22
1104,1005086,23
1105,1005086,24
1106,1005086,25
1107,1005086,27
1108,1005086,28
1109,1005086,30
1110,1018033,1
1111,1018033,2
1112,1018033,5
1113,1018033,6
1114,1018033,8
1115,1018033,9
1116,1018033,10
1117,1018033,11
1118,1018033,13
1119,1018033,17
1120,1018033,18
1121,1018033,19
1122,1018033,21
1123,1018033,24
1124,1018033,26
1125,1018032,1
1126,1018032,2
1127,1018032,4
1128,1018032,5
1129,1018032,6
1130,1018032,7
1131,1018032,8
1132,1018032,9
1133,1018032,10
1134,1018032,11
1135,1018032,13
1136,1018032,16
1137,1018032,17
1138,1018032,18
1139,1018032,19
1140,1018032,22
1141,1018032,23
1142,1018032,24
1143,1018032,25
1144,1018032,26
1145,1018032,27
1146,1018032,28
1147,1021450,2
1148,1021450,3
1149,1021450,4
1150,1021450,5
1151,1021450,6
1152,1021450,8
1153,1021450,9
1154,1021450,10
1155,1021450,11
1156,1021450,12
1157,1021450,13
1158,1021450,15
1159,1021450,16
1160,1021450,17
1161,1021450,18
1162,1021450,19
1163,1021450,20
1164,1021450,21
1165,1021450,22
1166,1021450,24
1167,1021450,28
1168,1018330,1
1169,1018330,2
1170,1018330,3
1171,1018330,4
1172,1018330,5
1173,1018330,6
1174,1018330,7
1175,1018330,8
1176,1018330,9
1177,1018330,10
1178,1018330,11
1179,1018330,12
1180,1018330,13
1181,1018330,15
1182,1018330,16
1183,1018330,17
1184,1018330,18
1185,1018330,19
1186,1018330,21
1187,1018330,22
1188,1018330,24
1189,1018330,26
1190,1018330,27
1191,1018330,28
1192,1018330,30
1193,1021225,1
1194,1021225,2
1195,1021225,3
1196,1021225,5
1197,1021225,6
1198,1021225,7
1199,1021225,8
1200,1021225,9
1201,1021225,10
1202,1021225,11
1203,1021225,15
1204,1021225,17
1205,1021225,20
1206,1021225,22
1207,1021225,24
1208,1021225,25
1209,1021225,26
1210,1021225,27
1211,1021225,29
1212,1019789,1
1213,1019789,2
1214,1019789,3
1215,1019789,4
1216,1019789,5
1217,1019789,9
1218,1019789,10
1219,1019789,11
1220,1019789,13
1221,1019789,15
1222,1019789,18
1223,1019789,19
1224,1019789,21
1225,1019789,22
1226,1019789,24
1227,1019789,25
1228,1019789,26
1229,1021329,2
1230,1021329,4
1231,1021329,5
1232,1021329,6
1233,1021329,9
1234,1021329,10
1235,1021329,11
1236,1021329,12
1237,1021329,15
1238,1021329,16
1239,1021329,18
1240,1021329,19
1241,1021329,22
1242,1021329,24
1243,1021329,30
1244,1000559,2
1245,1000559,4
1246,1000559,5
1247,1000559,6
1248,1000559,8
1249,1000559,9
1250,1000559,11
1251,1000559,16
1252,1000559,18
1253,1000559,19
1254,1000559,24
1255,1000559,30
1256,1021534,1
1257,1021534,2
1258,1021534,4
1259,1021534,5
1260,1021534,6
1261,1021534,8
1262,1021534,9
1263,1021534,10
1264,1021534,11
1265,1021534,12
1266,1021534,13
1267,1021534,15
1268,1021534,16
1269,1021534,17
1270,1021534,18
1271,1021534,19
1272,1021534,20
1273,1021534,21
1274,1021534,22
1275,1021534,23
1276,1021534,24
1277,1021534,26
1278,1021534,27
1279,1021534,28
1280,1019396,2
1281,1019396,4
1282,1019396,5
1283,1019396,6
1284,1019396,10
1285,1019396,11
1286,1019396,13
1287,1019396,18
1288,1019396,19
1289,1019126,1
1290,1019126,2
1291,1019126,3
1292,1019126,5
1293,1019126,6
1294,1019126,9
1295,1019126,11
1296,1019126,18
1297,1019126,19
1298,1019126,24
1299,1019126,28
1300,1021528,1
1301,1021528,2
1302,1021528,3
1303,1021528,4
1304,1021528,5
1305,1021528,6
1306,1021528,8
1307,1021528,9
1308,1021528,10
1309,1021528,11
1310,1021528,12
1311,1021528,13
1312,1021528,15
1313,1021528,16
1314,1021528,17
1315,1021528,18
1316,1021528,19
1317,1021528,22
1318,1021528,24
1319,1021528,27
1320,1021528,28
1321,1021528,30
1322,1021530,2
1323,1021530,3
1324,1021530,4
1325,1021530,6
1326,1021530,8
1327,1021530,9
1328,1021530,10
1329,1021530,11
1330,1021530,13
1331,1021530,17
1332,1021530,18
1333,1021530,19
1334,1021530,22
1335,1021530,23
1336,1021530,24
1337,1021530,25
1338,1021530,26
1339,1021530,27
1340,1021530,28
1341,1021529,2
1342,1021529,3
1343,1021529,4
1344,1021529,6
1345,1021529,8
1346,1021529,9
1347,1021529,10
1348,1021529,11
1349,1021529,12
1350,1021529,13
1351,1021529,15
1352,1021529,17
1353,1021529,18
1354,1021529,19
1355,1021529,21
1356,1021529,22
1357,1021529,23
1358,1021529,24
1359,1021529,25
1360,1021529,26
1361,1021529,27
1362,1021529,28
1363,1021529,30
1364,1019044,1
1365,1019044,2
1366,1019044,3
1367,1019044,4
1368,1019044,5
1369,1019044,6
1370,1019044,8
1371,1019044,9
1372,1019044,10
1373,1019044,11
1374,1019044,13
1375,1019044,16
1376,1019044,17
1377,1019044,18
1378,1019044,19
1379,1019044,24
1380,1019044,30
1381,1019076,1
1382,1019076,2
1383,1019076,5
1384,1019076,6
1385,1019076,8
1386,1019076,9
1387,1019076,10
1388,1019076,11
1389,1019076,12
1390,1019076,13
1391,1019076,16
1392,1019076,17
1393,1019076,19
1394,1019076,24
1395,1019076,27
1396,1021338,1
1397,1021338,2
1398,1021338,3
1399,1021338,4
1400,1021338,5
1401,1021338,6
1402,1021338,7
1403,1021338,8
1404,1021338,9
1405,1021338,10
1406,1021338,11
1407,1021338,12
1408,1021338,13
1409,1021338,15
1410,1021338,16
1411,1021338,17
1412,1021338,18
1413,1021338,19
1414,1021338,20
1415,1021338,21
1416,1021338,22
1417,1021338,23
1418,1021338,24
1419,1021338,25
1420,1021338,26
1421,1021338,27
1422,1021338,28
1423,1021338,30
1424,1021521,2
1425,1021521,4
1426,1021521,6
1427,1021521,9
1428,1021521,11
1429,1021521,15
1430,1021521,24
1431,1012081,1
1432,1012081,2
1433,1012081,3
1434,1012081,5
1435,1012081,6
1436,1012081,8
1437,1012081,9
1438,1012081,11
1439,1012081,12
1440,1012081,13
1441,1012081,16
1442,1012081,17
1443,1012081,18
1444,1012081,19
1445,1012081,22
1446,1012081,23
1447,1012081,24
1448,1012081,26
1449,1021582,2
1450,1021582,4
1451,1021582,6
1452,1021582,9
1453,1021582,10
1454,1021582,11
1455,1021582,16
1456,1021582,18
1457,1021582,19
1458,1021582,20
1459,1021582,21
1460,1021582,24
1461,1001604,2
1462,1001604,3
1463,1001604,4
1464,1001604,5
1465,1001604,6
1466,1001604,8
1467,1001604,9
1468,1001604,10
1469,1001604,11
1470,1001604,16
1471,1001604,18
1472,1001604,22
1473,1001604,24
1474,1001604,27
1475,1020029,1
1476,1020029,2
1477,1020029,4
1478,1020029,5
1479,1020029,6
1480,1020029,8
1481,1020029,9
1482,1020029,10
1483,1020029,11
1484,1020029,15
1485,1020029,16
1486,1020029,18
1487,1020029,19
1488,1020029,22
1489,1020029,24
1490,1020029,27
1491,1003335,2
1492,1003335,3
1493,1003335,4
1494,1003335,5
1495,1003335,6
1496,1003335,7
1497,1003335,8
1498,1003335,9
1499,1003335,10
1500,1003335,11
1501,1003335,13
1502,1003335,18
1503,1003335,19
1504,1003335,22
1505,1003335,24
1506,1003335,25
1507,1003335,26
1508,1003335,27
1509,1019871,9
1510,1000436,2
1511,1000436,4
1512,1000436,6
1513,1000436,8
1514,1000436,9
1515,1000436,10
1516,1000436,11
1517,1000436,13
1518,1000436,15
1519,1000436,16
1520,1000436,17
1521,1000436,18
1522,1000436,19
1523,1000436,20
1524,1000436,22
1525,1000436,24
1526,1000436,26
1527,1000436,28
1528,1021540,1
1529,1021540,2
1530,1021540,3
1531,1021540,5
1532,1021540,6
1533,1021540,8
1534,1021540,9
1535,1021540,10
1536,1021540,11
1537,1021540,12
1538,1021540,13
1539,1021540,16
1540,1021540,17
1541,1021540,18
1542,1021540,19
1543,1021540,22
1544,1021540,24
1545,1021540,26
1546,1021540,28
1547,1021265,2
1548,1021265,3
1549,1021265,4
1550,1021265,5
1551,1021265,6
1552,1021265,8
1553,1021265,9
1554,1021265,10
1555,1021265,11
1556,1021265,12
1557,1021265,16
1558,1021265,19
1559,1021265,21
1560,1021265,24
1561,1021265,27
1562,1021443,2
1563,1021443,3
1564,1021443,4
1565,1021443,5
1566,1021443,6
1567,1021443,8
1568,1021443,9
1569,1021443,10
1570,1021443,11
1571,1021443,12
1572,1021443,13
1573,1021443,16
1574,1021443,17
1575,1021443,18
1576,1021443,19
1577,1021443,21
1578,1021443,22
1579,1021443,23
1580,1021443,24
1581,1019617,2
1582,1019617,5
1583,1019617,6
1584,1019617,7
1585,1019617,8
1586,1019617,9
1587,1019617,10
1588,1019617,11
1589,1019617,13
1590,1019617,15
1591,1019617,17
1592,1019617,18
1593,1019617,19
1594,1019617,21
1595,1019617,22
1596,1019617,24
1597,1019617,26
1598,1019617,27
1599,1019617,28
1600,1019617,30
1601,1019874,9
1602,1019874,24
1603,1020102,2
1604,1020102,4
1605,1020102,9
1606,1020102,10
1607,1020102,11
1608,1020102,19
1609,1020102,23
1610,1020102,24
1611,1018735,2
1612,1018735,4
1613,1018735,5
1614,1018735,6
1615,1018735,7
1616,1018735,8
1617,1018735,9
1618,1018735,10
1619,1018735,11
1620,1018735,13
1621,1018735,16
1622,1018735,17
1623,1018735,18
1624,1018735,19
1625,1018735,20
1626,1018735,22
1627,1018735,24
1628,1018735,30
1629,1019875,9
1630,1019875,24
1631,1020097,2
1632,1020097,4
1633,1020097,5
1634,1020097,6
1635,1020097,9
1636,1020097,10
1637,1020097,11
1638,1020097,12
1639,1020097,13
1640,1020097,17
1641,1020097,19
1642,1020097,27
1643,1021630,2
1644,1021630,4
1645,1021630,5
1646,1021630,8
1647,1021630,9
1648,1021630,10
1649,1021630,11
1650,1021630,18
1651,1021630,19
1652,1021630,22
1653,1021630,24
1654,1021630,28
1655,1019853,1
1656,1019853,2
1657,1019853,3
1658,1019853,4
1659,1019853,5
1660,1019853,6
1661,1019853,7
1662,1019853,8
1663,1019853,9
1664,1019853,10
1665,1019853,11
1666,1019853,12
